"First Row: Number of Stations. Section 1: Station Name, Usage, X-coordinate, Y-coordinate. Section 2 (Edges): Station A Name, Station B Name. NOTE: Omitted Mass Ave on Silver Line (repeat name), also St Paul's St on C-line",,,,,
299,,,,,
GabrielPeri,MairiedeClichy,,,,
Gaite,MontparnasseBienvenue,,,,
Gaite,Pernety,,,,
Gallieni,PortedeBagnolet,,,,
Gambetta,Pelleport,,,,
Gambetta,PereLachaise,,,,
Gambetta,PortedeBagnolet,,,,
Gared'Austerlitz,Jussieu,,,,
Gared'Austerlitz,QuaidelaRapee,,,,
Gared'Austerlitz,SaintMarcel,,,,
Garedel'Est,Chateaud'Eau,,,,
Garedel'Est,ChateauLandon,,,,
Garedel'Est,GareduNord,,,,
Garedel'Est,JacquesBonsergent,,,,
Garedel'Est,Poissonniere,,,,
GaredeLyon,Bastille,,,,
GaredeLyon,Bercy,,,,
GaredeLyon,Chatelet,,,,
GaredeLyon,ReuillyDiderot,,,,
GareduNord,BarbesRochechouart,,,,
GareduNord,Garedel'Est,,,,
GareduNord,Stalingrad,,,,
Garibaldi,MairiedeSaintOuen,,,,
Garibaldi,PortedeSaintOuen,,,,
GeorgeV,CharlesdeGaulleEtoile,,,,
GeorgeV,FranklinD.Roosevelt,,,,
Glaciere,Corvisart,,,,
Glaciere,SaintJacques,,,,
Goncourt,Belleville,,,,
Goncourt,Republique,,,,
GrandsBoulevards,BonneNouvelle,,,,
GrandsBoulevards,RichelieuDrouot,,,,
GuyMoquet,LaFourche,,,,
GuyMoquet,PortedeSaintOuen,,,,
HavreCaumartin,Chausseed'AntinLaFayette,,,,
HavreCaumartin,Opera,,,,
HavreCaumartin,SaintAugustin,,,,
HavreCaumartin,SaintLazare,,,,
Hoche,EglisedePantin,,,,
Hoche,PortedePantin,,,,
HoteldeVille,Chatelet,,,,
HoteldeVille,Rambuteau,,,,
HoteldeVille,SaintPaul,,,,
Iena,AlmaMarceau,,,,
Iena,Trocadero,,,,
Invalides,ChampsElyseesClemenceau,,,,
Invalides,Concorde,,,,
Invalides,LaTourMaubourg,,,,
Invalides,Varenne,,,,
JacquesBonsergent,Garedel'Est,,,,
JacquesBonsergent,Republique,,,,
Jasmin,MichelAngeAuteuil,,,,
Jasmin,Ranelagh,,,,
Jaures,Bolivar,,,,
Jaures,ColonelFabien,,,,
Jaures,Laumiere,,,,
Jaures,LouisBlanc,,,,
Jaures,Stalingrad,,,,
JavelAndreCitroen,CharlesMichels,,,,
JavelAndreCitroen,Eglised'Auteuil,,,,
JavelAndreCitroen,Mirabeau,,,,
Jourdain,PlacedesFetes,,,,
Jourdain,Pyrenees,,,,
JulesJoffrin,LamarckCaulaincourt,,,,
JulesJoffrin,MarcadetPoissonniers,,,,
Jussieu,CardinalLemoine,,,,
Jussieu,Gared'Austerlitz,,,,
Jussieu,PlaceMonge,,,,
Jussieu,SullyMorland,,,,
Kleber,Boissiere,,,,
Kleber,CharlesdeGaulleEtoile,,,,
LaChapelle,BarbesRochechouart,,,,
LaChapelle,Stalingrad,,,,
